User_id,Extension,TipoMov,fecha
70,3,1,10/10/2023 15:15
70,0,0,12/10/2023 05:39
70,-6,1,12/10/2023 06:28
70,-5,0,18/10/2023 02:23
70,3,1,19/10/2023 22:56
70,-7,0,21/10/2023 05:43
70,-10,1,23/10/2023 11:14
70,8,0,30/10/2023 06:04
70,-3,1,30/10/2023 14:14
70,3,0,03/11/2023 23:14
70,7,1,11/11/2023 14:21
70,-6,0,18/11/2023 17:44
70,5,1,19/11/2023 10:40
70,-7,0,21/11/2023 23:46
70,8,1,23/11/2023 15:09
70,0,0,05/12/2023 08:39
70,6,1,08/12/2023 08:07
70,-7,0,16/12/2023 21:30
70,-8,1,22/12/2023 22:42
70,0,0,27/12/2023 19:44
70,-8,1,28/12/2023 12:47
70,-5,0,10/01/2024 07:14
70,-6,1,11/01/2024 22:36
70,-4,0,21/01/2024 16:46
70,3,1,25/01/2024 01:38
70,-7,0,30/01/2024 16:51
70,-10,1,25/02/2024 04:02
70,7,0,29/02/2024 19:42
70,-8,1,12/03/2024 01:48
70,-2,0,26/03/2024 02:42
70,-9,1,01/04/2024 06:13
70,-10,0,05/04/2024 09:08
70,9,1,10/04/2024 04:10
70,0,0,20/04/2024 02:02
70,-2,1,26/04/2024 03:39
70,0,0,30/04/2024 18:25
70,-10,1,01/05/2024 00:37
70,1,0,01/05/2024 05:01
70,7,1,05/05/2024 07:00
70,3,0,05/05/2024 19:18
70,4,1,06/05/2024 16:45
70,0,0,18/05/2024 14:09
70,-4,1,20/05/2024 08:29
70,-3,0,20/05/2024 17:30
70,5,1,25/05/2024 04:55
70,-2,0,03/06/2024 03:11
70,-6,1,06/06/2024 00:05
70,8,0,12/06/2024 05:34
70,-2,1,15/06/2024 02:11
70,1,0,16/06/2024 06:18
70,9,1,19/06/2024 16:57
70,-8,0,22/06/2024 02:38
70,-5,1,22/06/2024 09:42
70,8,0,22/06/2024 10:43
70,-3,1,23/06/2024 15:00
70,2,0,01/07/2024 09:42
70,-10,1,05/07/2024 16:10
70,-7,0,06/07/2024 04:31
70,5,1,06/07/2024 23:42
70,-9,0,07/07/2024 09:25
70,-9,1,09/07/2024 02:43
70,-3,0,12/07/2024 16:28
70,1,1,18/07/2024 03:43
70,-10,0,30/07/2024 10:05
70,5,1,31/07/2024 02:06
70,-2,0,31/07/2024 14:02
70,-6,1,05/08/2024 21:39
70,9,0,05/08/2024 22:27
70,5,1,09/08/2024 14:33
70,6,0,12/08/2024 20:55
70,-4,1,15/08/2024 07:25
70,-9,0,21/08/2024 01:07
70,2,1,25/08/2024 03:13
70,-4,0,28/08/2024 18:21
70,9,1,12/09/2024 22:26
70,8,0,13/09/2024 23:45
70,4,1,14/09/2024 07:43
70,3,0,18/09/2024 21:12
70,-6,1,21/09/2024 03:46
70,1,0,21/09/2024 12:46
70,-2,1,26/09/2024 12:56
71,4,0,08/01/2023 11:11
71,1,1,13/01/2023 04:44
71,5,0,15/01/2023 22:27
71,6,1,18/01/2023 11:41
71,5,0,21/01/2023 02:31
71,8,1,22/01/2023 17:21
71,-8,0,22/01/2023 18:15
71,8,1,24/01/2023 09:16
71,8,0,30/01/2023 02:02
71,-7,1,02/02/2023 12:25
71,7,0,08/02/2023 00:40
71,8,1,17/02/2023 12:06
71,9,0,20/02/2023 12:08
71,-8,1,27/02/2023 06:15
71,-6,0,28/02/2023 19:56
71,-3,1,02/03/2023 18:01
71,7,0,03/03/2023 08:47
71,1,1,03/03/2023 09:43
71,5,0,08/03/2023 16:55
71,0,1,15/03/2023 14:44
71,-2,0,15/03/2023 23:59
71,9,1,19/03/2023 14:09
71,1,0,21/03/2023 01:41
71,-2,1,21/03/2023 07:38
71,-4,0,26/03/2023 08:40
71,-8,1,31/03/2023 15:19
71,9,0,02/04/2023 14:00
71,9,1,05/04/2023 03:46
71,-1,0,05/04/2023 17:06
71,6,1,16/04/2023 02:46
71,-7,0,18/04/2023 06:20
71,-5,1,18/04/2023 07:30
71,9,0,21/04/2023 21:55
71,1,1,23/04/2023 12:05
71,-3,0,02/05/2023 21:16
71,1,1,04/05/2023 08:18
71,-2,0,04/05/2023 09:50
71,4,1,17/05/2023 06:50
71,-10,0,19/05/2023 20:59
71,2,1,22/05/2023 15:15
71,-9,0,31/05/2023 01:43
71,9,1,05/06/2023 07:42
71,0,0,07/06/2023 07:40
71,3,1,10/06/2023 13:29
71,-8,0,15/06/2023 20:48
71,3,1,16/06/2023 15:14
71,0,0,19/06/2023 01:31
71,-7,1,19/06/2023 07:35
71,9,0,24/06/2023 11:41
71,-4,1,24/06/2023 15:16
71,9,0,25/06/2023 05:42
71,-2,1,11/07/2023 09:32
71,-1,0,16/07/2023 02:20
71,-3,1,27/07/2023 06:30
71,-8,0,29/07/2023 10:36
71,1,1,01/08/2023 02:20
71,-3,0,12/08/2023 05:19
71,-1,1,14/08/2023 21:33
71,0,0,20/08/2023 01:08
71,-1,1,21/08/2023 06:46
71,3,0,30/08/2023 07:27
71,-6,1,30/08/2023 12:39
71,3,0,16/09/2023 14:16
71,-10,1,24/09/2023 11:35
71,1,0,26/09/2023 08:35
71,-7,1,27/09/2023 13:34
71,-3,0,11/10/2023 21:24
71,-9,1,17/10/2023 07:43
71,2,0,24/10/2023 01:02
71,4,1,27/10/2023 12:42
71,0,0,01/11/2023 08:33
71,-6,1,09/11/2023 00:52
71,-8,0,18/11/2023 15:43
71,9,1,21/11/2023 10:20
71,1,0,22/11/2023 15:34
71,-4,1,24/11/2023 06:36
71,6,0,24/11/2023 10:38
71,-8,1,29/11/2023 14:42
71,-8,0,29/11/2023 19:21
71,-1,1,03/12/2023 14:29
71,5,0,08/12/2023 06:04
71,-6,1,11/12/2023 08:16
71,-5,0,21/12/2023 07:19
71,-10,1,23/12/2023 21:39
71,1,0,26/12/2023 22:22
71,9,1,03/01/2024 22:46
71,-8,0,04/01/2024 06:08
71,6,1,22/01/2024 05:50
71,1,0,29/01/2024 00:08
71,6,1,30/01/2024 10:17
71,8,0,18/02/2024 04:59
71,6,1,19/02/2024 21:32
71,9,0,25/02/2024 20:30
71,-6,1,26/02/2024 12:03
71,1,0,09/03/2024 02:12
71,-2,1,25/03/2024 15:55
71,8,0,04/04/2024 22:31
71,-4,1,08/04/2024 02:49
71,-3,0,10/04/2024 09:38
71,-5,1,12/04/2024 01:27
71,-4,0,14/04/2024 07:51
71,-9,1,29/04/2024 19:49
71,4,0,10/05/2024 17:26
71,1,1,16/05/2024 18:29
71,-4,0,18/05/2024 23:15
71,7,1,23/05/2024 23:08
71,4,0,28/05/2024 23:24
71,-9,1,31/05/2024 06:24
71,-2,0,07/06/2024 15:05
71,-7,1,07/06/2024 23:17
71,-8,0,09/06/2024 12:40
71,-8,1,09/06/2024 15:31
71,0,0,14/06/2024 17:41
71,-8,1,16/06/2024 15:12
71,-2,0,18/06/2024 15:44
71,1,1,22/06/2024 02:02
71,-8,0,01/07/2024 17:04
71,-2,1,06/07/2024 02:21
71,7,0,08/07/2024 19:13
71,-9,1,10/07/2024 04:04
71,-8,0,15/07/2024 16:41
71,0,1,19/07/2024 03:24
71,-10,0,26/07/2024 07:56
71,9,1,27/07/2024 01:08
71,1,0,01/08/2024 23:32
71,5,1,09/08/2024 11:25
71,5,0,13/08/2024 08:49
71,-9,1,18/08/2024 18:26
71,3,0,27/08/2024 00:17
71,-3,1,29/08/2024 21:53
71,9,0,31/08/2024 13:58
71,-5,1,05/09/2024 08:55
71,-7,0,05/09/2024 18:48
71,1,1,11/09/2024 10:27
71,8,0,20/09/2024 22:11
71,-4,1,23/09/2024 23:21
71,-1,0,24/09/2024 02:28
71,7,1,24/09/2024 08:46
71,4,0,28/09/2024 23:43
72,-6,1,05/01/2023 18:42
72,-7,0,14/01/2023 06:07
72,8,1,18/01/2023 15:31
72,-5,0,01/02/2023 15:13
72,-10,1,02/02/2023 07:33
72,2,0,07/02/2023 04:19
72,-3,1,15/02/2023 08:40
72,1,0,15/02/2023 15:02
72,-1,1,15/02/2023 20:14
72,7,0,18/02/2023 07:59
72,-6,1,24/02/2023 07:38
72,-8,0,26/02/2023 16:49
72,-7,1,27/02/2023 04:04
72,-7,0,27/02/2023 19:42
72,7,1,27/03/2023 03:02
72,-4,0,29/03/2023 08:46
72,-4,1,02/04/2023 11:24
72,3,0,07/04/2023 04:01
72,-9,1,12/04/2023 02:50
72,-5,0,17/04/2023 14:28
72,-10,1,02/05/2023 12:25
72,5,0,10/05/2023 06:46
72,1,1,16/05/2023 20:58
72,-10,0,16/05/2023 23:03
72,4,1,20/05/2023 09:42
72,-7,0,30/05/2023 02:53
72,9,1,04/06/2023 06:34
72,-6,0,05/06/2023 00:11
72,-7,1,06/06/2023 14:52
72,-1,0,06/06/2023 20:10
72,9,1,08/06/2023 00:24
72,-9,0,15/06/2023 11:31
72,-1,1,21/06/2023 21:24
72,-5,0,25/06/2023 23:47
72,2,1,04/07/2023 20:41
72,0,0,08/07/2023 17:31
72,-6,1,09/07/2023 13:06
72,-9,0,09/07/2023 18:21
72,7,1,13/07/2023 09:50
72,8,0,13/07/2023 22:45
72,-5,1,23/07/2023 07:30
72,4,0,23/07/2023 11:15
72,-2,1,04/08/2023 13:13
72,-1,0,09/08/2023 08:16
72,6,1,11/08/2023 16:00
72,6,0,24/08/2023 23:07
72,-7,1,26/08/2023 00:43
72,9,0,27/08/2023 11:39
72,-5,1,08/09/2023 20:08
72,6,0,10/09/2023 03:58
72,8,1,12/09/2023 22:21
72,-9,0,14/09/2023 06:37
72,9,1,17/09/2023 15:17
72,-2,0,19/09/2023 17:17
72,-7,1,22/09/2023 21:01
72,3,0,25/09/2023 01:28
72,-6,1,26/09/2023 16:18
72,9,0,29/09/2023 15:47
72,-4,1,04/10/2023 01:47
72,0,0,09/10/2023 10:42
72,4,1,11/10/2023 02:04
72,-7,0,17/10/2023 03:29
72,6,1,31/10/2023 01:10
72,1,0,04/11/2023 19:29
72,6,1,06/11/2023 09:15
72,7,0,13/11/2023 10:28
72,-6,1,13/11/2023 12:46
72,5,0,14/11/2023 10:36
72,-1,1,14/11/2023 11:35
72,-4,0,22/11/2023 17:31
72,-3,1,23/11/2023 22:33
72,1,0,25/11/2023 07:14
72,-6,1,04/12/2023 19:10
72,-10,0,06/12/2023 07:56
72,-7,1,07/12/2023 20:24
72,-8,0,20/12/2023 13:06
72,0,1,01/01/2024 02:23
72,5,0,14/01/2024 17:21
72,-4,1,16/01/2024 21:54
72,-8,0,18/01/2024 08:17
72,-3,1,25/01/2024 13:51
72,-6,0,31/01/2024 18:31
72,-3,1,01/02/2024 13:41
72,4,0,01/02/2024 23:37
72,-10,1,05/02/2024 23:35
72,3,0,08/02/2024 07:47
72,5,1,08/02/2024 11:18
72,-9,0,18/02/2024 14:15
72,2,1,18/02/2024 16:20
72,5,0,27/02/2024 08:32
72,1,1,04/03/2024 01:40
72,3,0,05/03/2024 02:29
72,5,1,05/03/2024 18:55
72,-1,0,09/03/2024 17:24
72,4,1,11/03/2024 17:47
72,2,0,18/03/2024 19:33
72,8,1,19/03/2024 12:34
72,2,0,20/03/2024 16:12
72,-5,1,20/03/2024 22:15
72,-6,0,20/03/2024 23:38
72,9,1,01/04/2024 18:57
72,-1,0,04/04/2024 03:30
72,5,1,05/04/2024 02:27
72,-4,0,09/04/2024 03:56
72,3,1,13/04/2024 04:02
72,5,0,23/04/2024 05:04
72,6,1,25/04/2024 20:48
72,0,0,05/05/2024 12:17
72,-9,1,19/05/2024 10:28
72,3,0,21/05/2024 11:23
72,4,1,22/05/2024 09:05
72,1,0,27/05/2024 16:16
72,-5,1,30/05/2024 06:09
72,4,0,30/05/2024 20:56
72,2,1,02/06/2024 20:57
72,6,0,10/06/2024 18:11
72,1,1,14/06/2024 16:47
72,7,0,19/06/2024 00:31
72,3,1,21/06/2024 16:52
72,-5,0,26/06/2024 15:27
72,-1,1,03/07/2024 14:22
72,-3,0,05/07/2024 01:50
72,-2,1,06/07/2024 10:03
72,-8,0,07/07/2024 16:57
72,4,1,08/07/2024 00:45
72,-9,0,09/07/2024 04:52
72,0,1,10/07/2024 07:21
72,-2,0,17/07/2024 19:39
72,3,1,25/07/2024 04:35
72,-10,0,26/07/2024 19:17
72,6,1,27/07/2024 05:06
72,2,0,04/08/2024 13:45
72,-9,1,10/08/2024 13:00
72,-8,0,16/08/2024 12:05
72,1,1,20/08/2024 07:04
72,5,0,22/08/2024 09:24
72,-6,1,07/09/2024 00:09
72,0,0,10/09/2024 00:55
72,-3,1,22/09/2024 10:00
72,9,0,26/09/2024 18:03
72,1,1,27/09/2024 12:46
72,0,0,28/09/2024 13:33
72,-10,1,30/09/2024 03:34
73,-5,0,04/01/2023 16:15
73,-5,1,12/01/2023 06:09
73,8,0,12/01/2023 23:37
73,1,1,13/01/2023 14:26
73,4,0,18/01/2023 00:41
73,-1,1,20/01/2023 15:50
73,2,0,22/01/2023 00:56
73,8,1,25/01/2023 00:43
73,8,0,28/01/2023 04:51
73,6,1,05/02/2023 08:53
73,-9,0,06/02/2023 11:19
73,-4,1,08/02/2023 10:33
73,0,0,08/02/2023 14:30
73,1,1,12/02/2023 20:56
73,-4,0,20/02/2023 11:26
73,8,1,13/03/2023 11:54
73,1,0,17/03/2023 23:30
73,9,1,19/03/2023 17:09
73,0,0,29/03/2023 14:08
73,-10,1,29/03/2023 15:35
73,4,0,02/04/2023 01:09
73,-4,1,03/04/2023 17:29
73,-7,0,11/04/2023 22:45
73,4,1,15/04/2023 04:33
73,0,0,22/04/2023 11:57
73,6,1,24/04/2023 17:51
73,-4,0,14/05/2023 23:34
73,3,1,15/05/2023 18:05
73,-10,0,28/05/2023 16:37
73,5,1,29/05/2023 03:15
73,1,0,29/05/2023 20:13
73,-2,1,14/06/2023 04:31
73,-5,0,20/06/2023 06:34
73,3,1,22/06/2023 10:42
73,8,0,25/06/2023 07:43
73,-8,1,07/07/2023 23:49
73,9,0,08/07/2023 14:56
73,-10,1,09/07/2023 04:36
73,-6,0,21/07/2023 14:13
73,-10,1,24/07/2023 08:42
73,9,0,27/07/2023 14:10
73,4,1,29/07/2023 09:53
73,-3,0,30/07/2023 02:12
73,3,1,02/08/2023 01:40
73,-7,0,04/08/2023 22:24
73,-9,1,20/08/2023 06:19
73,3,0,05/09/2023 05:22
73,-6,1,29/09/2023 18:56
73,1,0,22/10/2023 14:49
73,8,1,19/11/2023 00:04
73,3,0,19/11/2023 23:50
73,-7,1,21/11/2023 16:00
73,-1,0,23/11/2023 19:46
73,-1,1,24/11/2023 20:24
73,9,0,26/11/2023 16:51
73,-9,1,30/11/2023 14:18
73,3,0,01/12/2023 16:39
73,-1,1,03/12/2023 01:47
73,5,0,03/12/2023 17:45
73,0,1,06/12/2023 00:27
73,-5,0,06/12/2023 04:24
73,-4,1,07/12/2023 02:33
73,1,0,10/12/2023 21:14
73,6,1,12/12/2023 07:10
73,-2,0,14/12/2023 20:24
73,-10,1,21/12/2023 22:49
73,7,0,29/12/2023 01:47
73,2,1,05/01/2024 00:44
73,2,0,10/01/2024 05:18
73,1,1,10/01/2024 17:17
73,-2,0,12/01/2024 23:07
73,8,1,13/01/2024 08:22
73,3,0,16/01/2024 03:43
73,4,1,17/01/2024 11:55
73,-6,0,18/01/2024 01:38
73,-6,1,24/01/2024 16:38
73,-6,0,28/01/2024 10:51
73,-10,1,03/02/2024 16:18
73,-5,0,06/02/2024 12:30
73,1,1,07/02/2024 13:35
73,-5,0,09/02/2024 09:25
73,-8,1,11/02/2024 09:32
73,3,0,12/02/2024 04:55
73,5,1,27/02/2024 04:02
73,6,0,01/03/2024 21:42
73,2,1,02/03/2024 09:13
73,-7,0,10/03/2024 06:58
73,0,1,11/03/2024 06:54
73,6,0,13/03/2024 01:45
73,5,1,19/03/2024 10:50
73,7,0,24/03/2024 04:54
73,4,1,26/03/2024 17:07
73,3,0,01/04/2024 00:02
73,0,1,02/04/2024 12:26
73,0,0,05/04/2024 16:16
73,-2,1,15/04/2024 07:47
73,6,0,20/04/2024 00:25
73,-9,1,21/04/2024 17:41
73,2,0,22/04/2024 22:53
73,-2,1,23/04/2024 19:59
73,9,0,23/04/2024 23:54
73,-9,1,01/05/2024 18:58
73,-6,0,02/05/2024 19:58
73,-2,1,03/05/2024 11:36
73,6,0,03/05/2024 14:10
73,-1,1,07/05/2024 10:06
73,-10,0,19/05/2024 00:50
73,-10,1,23/05/2024 15:48
73,-5,0,28/05/2024 18:24
73,4,1,29/05/2024 22:29
73,-7,0,30/05/2024 13:25
73,-8,1,06/06/2024 02:54
73,8,0,13/06/2024 08:44
73,9,1,18/06/2024 02:53
73,7,0,27/06/2024 15:52
73,-5,1,09/07/2024 23:25
73,-3,0,26/07/2024 23:07
73,-8,1,02/08/2024 16:36
73,2,0,02/08/2024 19:59
73,-7,1,07/08/2024 12:07
73,-5,0,14/08/2024 02:07
73,8,1,14/08/2024 11:33
73,3,0,15/08/2024 11:02
73,9,1,18/08/2024 05:25
73,8,0,22/08/2024 16:45
73,2,1,25/08/2024 11:44
73,-4,0,27/08/2024 10:29
73,1,1,31/08/2024 14:02
73,-3,0,03/09/2024 11:40
73,-1,1,07/09/2024 13:47
73,6,0,10/09/2024 11:49
73,0,1,13/09/2024 06:35
73,7,0,14/09/2024 21:13
73,0,1,19/09/2024 21:43
73,-7,0,20/09/2024 08:17
73,5,1,21/09/2024 22:32
73,-5,0,25/09/2024 21:24
73,-9,1,26/09/2024 10:20
74,-2,0,03/01/2023 00:06
74,-7,1,11/01/2023 21:17
74,8,0,19/01/2023 08:15
74,8,1,28/01/2023 09:33
74,-6,0,28/01/2023 23:01
74,-5,1,01/02/2023 02:38
74,-7,0,10/02/2023 22:17
74,-10,1,11/02/2023 06:03
74,5,0,22/02/2023 03:05
74,-5,1,22/02/2023 19:40
74,-4,0,24/02/2023 14:44
74,-6,1,04/03/2023 21:01
74,-8,0,11/03/2023 23:35
74,7,1,16/03/2023 12:30
74,8,0,18/03/2023 09:02
74,-8,1,22/03/2023 09:10
74,-9,0,30/03/2023 03:17
74,6,1,31/03/2023 20:48
74,-3,0,03/04/2023 13:05
74,-4,1,06/04/2023 04:49
74,7,0,14/04/2023 15:37
74,2,1,18/04/2023 20:31
74,0,0,24/04/2023 12:57
74,-5,1,28/04/2023 10:51
74,5,0,02/05/2023 13:44
74,3,1,03/05/2023 02:53
74,-9,0,06/05/2023 05:51
74,9,1,18/05/2023 07:03
74,7,0,22/05/2023 15:00
74,8,1,26/05/2023 09:57
74,5,0,09/06/2023 19:39
74,3,1,17/06/2023 21:53
74,-5,0,27/06/2023 16:03
74,9,1,04/07/2023 00:03
74,-3,0,04/07/2023 17:18
74,-5,1,15/07/2023 23:46
74,-2,0,16/07/2023 00:28
74,4,1,16/07/2023 10:36
74,-8,0,16/07/2023 16:09
74,-7,1,18/07/2023 02:33
74,-4,0,23/07/2023 07:26
74,-3,1,26/07/2023 03:33
74,-1,0,05/08/2023 01:47
74,-2,1,09/08/2023 23:58
74,3,0,18/08/2023 07:08
74,8,1,21/08/2023 12:08
74,3,0,23/08/2023 10:34
74,5,1,24/08/2023 20:11
74,-6,0,29/08/2023 18:49
74,-6,1,01/09/2023 11:35
74,8,0,08/09/2023 18:22
74,-3,1,09/09/2023 02:30
74,-4,0,13/09/2023 18:33
74,4,1,21/09/2023 16:41
74,-3,0,25/09/2023 10:42
74,6,1,29/09/2023 03:57
74,8,0,04/10/2023 10:36
74,-3,1,05/10/2023 09:51
74,-1,0,06/10/2023 11:05
74,-8,1,09/10/2023 06:24
74,-7,0,10/10/2023 03:43
74,6,1,21/10/2023 22:44
74,8,0,06/11/2023 17:41
74,7,1,23/11/2023 03:54
74,2,0,25/11/2023 12:01
74,-2,1,28/11/2023 05:04
74,-8,0,02/12/2023 11:43
74,-7,1,03/12/2023 08:08
74,4,0,10/12/2023 22:13
74,4,1,20/12/2023 04:26
74,-6,0,24/12/2023 06:11
74,-4,1,01/01/2024 16:37
74,6,0,05/01/2024 00:17
74,-5,1,07/01/2024 03:27
74,3,0,07/01/2024 19:23
74,0,1,07/01/2024 23:57
74,-6,0,10/01/2024 11:33
74,8,1,10/01/2024 16:55
74,-6,0,13/01/2024 08:09
74,-8,1,14/01/2024 11:12
74,-2,0,16/01/2024 19:24
74,9,1,18/01/2024 16:32
74,7,0,20/01/2024 13:13
74,4,1,24/01/2024 16:12
74,-3,0,02/02/2024 05:54
74,9,1,10/02/2024 12:09
74,5,0,21/02/2024 09:18
74,-1,1,21/02/2024 11:55
74,7,0,28/02/2024 06:16
74,-4,1,05/03/2024 19:48
74,-7,0,07/03/2024 06:13
74,-9,1,07/03/2024 20:02
74,-7,0,09/03/2024 23:10
74,-2,1,10/03/2024 23:45
74,9,0,17/03/2024 18:57
74,2,1,19/03/2024 17:03
74,-6,0,20/03/2024 04:41
74,2,1,25/03/2024 18:32
74,-8,0,31/03/2024 21:05
74,-1,1,06/04/2024 17:23
74,2,0,09/04/2024 10:32
74,7,1,15/04/2024 23:29
74,-1,0,08/05/2024 09:21
74,3,1,12/05/2024 14:20
74,-1,0,13/05/2024 07:48
74,-7,1,18/05/2024 09:28
74,-8,0,30/05/2024 15:37
74,1,1,06/06/2024 19:27
74,0,0,29/06/2024 17:30
74,-2,1,03/07/2024 04:46
74,8,0,05/07/2024 14:04
74,3,1,07/07/2024 07:15
74,-3,0,10/07/2024 20:26
74,8,1,11/07/2024 12:46
74,0,0,12/07/2024 22:45
74,5,1,19/07/2024 22:53
74,-2,0,01/08/2024 09:59
74,-9,1,01/08/2024 11:02
74,2,0,12/08/2024 18:41
74,-6,1,12/08/2024 23:07
74,-6,0,23/08/2024 21:47
74,8,1,24/08/2024 11:58
74,9,0,25/08/2024 01:22
74,-4,1,25/08/2024 14:54
74,0,0,26/08/2024 18:04
74,6,1,10/09/2024 12:56
74,-5,0,19/09/2024 03:21
74,5,1,20/09/2024 06:55
75,-2,0,02/01/2023 11:20
75,4,1,04/01/2023 23:46
75,7,0,06/01/2023 20:49
75,-10,1,07/01/2023 09:34
75,-6,0,15/01/2023 10:06
75,1,1,17/01/2023 18:36
75,0,0,18/01/2023 06:11
75,-5,1,29/01/2023 06:40
75,1,0,01/02/2023 04:06
75,2,1,04/02/2023 09:28
75,-2,0,04/02/2023 10:33
75,3,1,05/02/2023 13:47
75,-6,0,07/02/2023 20:12
75,8,1,08/02/2023 12:00
75,-3,0,16/02/2023 06:54
75,-9,1,18/02/2023 00:44
75,3,0,20/02/2023 17:24
75,8,1,20/02/2023 17:57
75,-4,0,20/02/2023 20:48
75,-1,1,28/02/2023 00:00
75,-4,0,02/03/2023 09:30
75,-6,1,05/03/2023 18:23
75,-2,0,09/03/2023 09:49
75,2,1,09/03/2023 12:00
75,8,0,09/03/2023 22:30
75,2,1,13/03/2023 00:07
75,6,0,17/03/2023 21:41
75,-9,1,19/03/2023 04:08
75,9,0,19/03/2023 08:27
75,4,1,21/03/2023 20:27
75,-5,0,27/03/2023 20:24
75,-6,1,30/03/2023 10:06
75,-5,0,02/04/2023 04:07
75,-5,1,15/04/2023 16:26
75,3,0,17/04/2023 13:49
75,4,1,20/04/2023 16:30
75,6,0,21/04/2023 16:34
75,-10,1,23/04/2023 10:51
75,-1,0,26/04/2023 11:32
75,8,1,28/04/2023 14:44
75,-3,0,28/04/2023 18:22
75,0,1,01/05/2023 00:31
75,-4,0,08/05/2023 01:35
75,1,1,08/05/2023 17:06
75,-6,0,12/05/2023 21:56
75,-8,1,18/05/2023 21:22
75,5,0,21/05/2023 20:30
75,-10,1,21/05/2023 23:18
75,-8,0,25/05/2023 21:16
75,2,1,31/05/2023 18:55
75,7,0,06/06/2023 21:10
75,-9,1,14/06/2023 15:53
75,-4,0,14/06/2023 21:26
75,-7,1,21/06/2023 22:17
75,5,0,24/06/2023 08:48
75,1,1,26/06/2023 12:01
75,9,0,04/07/2023 03:57
75,-6,1,05/07/2023 01:50
75,-9,0,15/07/2023 15:00
75,-4,1,16/07/2023 14:54
75,-3,0,18/07/2023 01:20
75,4,1,22/07/2023 00:41
75,-4,0,22/07/2023 07:41
75,6,1,24/07/2023 11:48
75,-1,0,30/07/2023 12:01
75,-6,1,04/08/2023 19:03
75,-10,0,16/08/2023 15:59
75,-5,1,20/08/2023 06:21
75,-3,0,20/08/2023 17:34
75,6,1,25/08/2023 17:47
75,-3,0,28/08/2023 21:04
75,5,1,30/08/2023 19:50
75,-2,0,07/09/2023 04:14
75,-3,1,10/09/2023 10:59
75,-3,0,25/09/2023 06:51
75,-2,1,02/10/2023 06:00
75,-4,0,08/10/2023 19:31
75,5,1,18/10/2023 14:05
75,8,0,27/10/2023 22:38
75,4,1,27/10/2023 23:02
75,-8,0,02/11/2023 16:11
75,2,1,05/11/2023 03:50
75,4,0,11/11/2023 08:16
75,7,1,25/11/2023 00:42
75,-4,0,04/12/2023 08:33
75,-10,1,06/12/2023 05:53
75,8,0,15/12/2023 12:45
75,5,1,17/12/2023 19:29
75,1,0,18/12/2023 14:48
75,-6,1,20/12/2023 11:33
75,8,0,20/12/2023 21:36
75,-6,1,28/12/2023 10:57
75,2,0,28/12/2023 16:21
75,4,1,29/12/2023 09:22
75,5,0,30/12/2023 14:43
75,-1,1,31/12/2023 15:56
75,-2,0,05/01/2024 12:01
75,-1,1,07/01/2024 09:44
75,-2,0,08/01/2024 07:44
75,8,1,17/01/2024 21:57
75,0,0,24/01/2024 21:14
75,1,1,25/01/2024 13:55
75,5,0,31/01/2024 14:29
75,-6,1,02/02/2024 09:00
75,9,0,03/02/2024 11:28
75,1,1,04/02/2024 22:32
75,6,0,20/02/2024 08:23
75,-7,1,21/02/2024 23:25
75,-10,0,14/03/2024 00:52
75,-1,1,15/03/2024 00:45
75,-6,0,15/03/2024 17:03
75,-2,1,18/03/2024 11:08
75,-4,0,25/03/2024 04:00
